Level1	Level2	Level3	SEED_Function	P08	S19	P18	C08	S04
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron_transport_complex_protein_RnfB	2	13	0	3	12
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron_transport_complex_protein_RnfC	13	33	7	10	28
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron_transport_complex_protein_RnfD	5	16	7	4	18
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron_transport_complex_protein_RnfE	3	19	1	5	12
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron_transport_complex_protein_RnfG	3	10	4	2	6
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	FAD:protein_FMN_transferase_(EC_2.7.1.180)	12	13.08333333	4	5	8
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating_NADH-quinone_reductase_subunit_A_(EC_1.6.5.-)	9	33	17	14	19
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating_NADH-quinone_reductase_subunit_B_(EC_1.6.5.-)	16	30	12	18	33
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating_NADH-quinone_reductase_subunit_C_(EC_1.6.5.-)	6	13	4	6	10
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating_NADH-quinone_reductase_subunit_D_(EC_1.6.5.-)	3	19	8	7	10
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating_NADH-quinone_reductase_subunit_E_(EC_1.6.5.-)	10	19	6.857142857	8	12
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating_NADH-quinone_reductase_subunit_F_(EC_1.6.5.-)	15	34	19.14285714	11	22
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Probable_exported_or_periplasmic_protein_in_ApbE_locus	2	5	2	2	3
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Thiamin_biosynthesis_lipoprotein_ApbE	7	17.91666667	5	8	11
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	probable_exported_protein_YPO3233	0	1	2	0	3
Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe]_hydrogenase_metallocenter_assembly_protein_HypC	1	2	2	2	1
Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe]_hydrogenase_metallocenter_assembly_protein_HypD	8	1	5	0	1
Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe]_hydrogenase_metallocenter_assembly_protein_HypE	3	3	3	2	2
Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe]_hydrogenase_metallocenter_assembly_protein_HypF	12	3	8	1	4
Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe]_hydrogenase_nickel_incorporation-associated_protein_HypB	4	3	2	0	1
Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe]_hydrogenase_nickel_incorporation_protein_HypA	4	1	1	1	0
Respiration	Electron donating reactions	Respiratory Complex I	Hypothetical_transmembrane_protein_coupled_to_NADH-ubiquinone_oxidoreductase_chain_5_homolog	0	0	3	0	0
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_B_(EC_1.6.5.3)	7	3	8	1	6
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_C_(EC_1.6.5.3)	4	1	6	1	0
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_C_(EC_1.6.5.3)_/_NADH-ubiquinone_oxidoreductase_chain_D_(EC_1.6.5.3)	7	1	9	0	7
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_D_(EC_1.6.5.3)	3	2	15	2	3
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_E_(EC_1.6.5.3)	11	3	13.33333333	2	1
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_F_(EC_1.6.5.3)	4.666666667	1.333333333	16.5	2	2.833333333
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_G_(EC_1.6.5.3)	14	4	34	4	6
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_H_(EC_1.6.5.3)	8	3	10	3	7
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_H_(EC_1.6.5.3)_/_NADH-ubiquinone_oxidoreductase_chain_I_(EC_1.6.5.3)	1	0	1	0	0
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_I_(EC_1.6.5.3)	1	1	9	2	1
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_J_(EC_1.6.5.3)	2	1	13	3	8
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_K_(EC_1.6.5.3)	2	1	1	1	3
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_L_(EC_1.6.5.3)	11	3	26	13	10.5
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_M_(EC_1.6.5.3)	9	1	29	13	8
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone_oxidoreductase_chain_N_(EC_1.6.5.3)	15	1	21	6	9
Respiration	Electron donating reactions	Respiratory Complex I	NADH:ubiquinone_oxidoreductase_17.2_kD_subunit	0	0	1	2	1
Respiration	Electron donating reactions	Respiratory Complex I	"NADH_dehydrogenase,_subunit_5"	1	0	4	0	2
Respiration	Electron donating reactions	Respiratory Complex I	NADH_dehydrogenase_subunit_1	0	0	0	2	0
Respiration	Electron donating reactions	Respiratory Complex I	NADH_dehydrogenase_subunit_3	0	0	0	2	0
Respiration	Electron donating reactions	Respiratory Complex I	NADH_dehydrogenase_subunit_5	6	7	2	77	2
Respiration	Electron donating reactions	Respiratory Complex I	NADH_ubiquinone_oxidoreductase_chain_A_(EC_1.6.5.3)	2	1	6	1	2
Respiration	Electron donating reactions	Respiratory Complex I	Na(+)_H(+)_antiporter_subunit_A;_Na(+)_H(+)_antiporter_subunit_B;_NADH-ubiquinone_oxidoreductase_chain_L_(EC_1.6.5.3)	0	0.5	0.5	0	0
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Aerobic_glycerol-3-phosphate_dehydrogenase_(EC_1.1.5.3)	4.449019608	12.71146245	6.733333333	2.666666667	7.108333333
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Anaerobic_glycerol-3-phosphate_dehydrogenase_subunit_A_(EC_1.1.5.3)	2.708333333	0.833333333	1	0.333333333	1.166666667
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Anaerobic_glycerol-3-phosphate_dehydrogenase_subunit_B_(EC_1.1.5.3)	1.666666667	1	0.333333333	1.166666667	1.166666667
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Anaerobic_glycerol-3-phosphate_dehydrogenase_subunit_C_(EC_1.1.5.3)	12	3	2	1	0
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-Lactate_dehydrogenase_(EC_1.1.2.5)	3.083333333	0	2.25	0.25	1.5
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-amino_acid_dehydrogenase_(EC_1.4.99.1)	1.642857143	0.333333333	0.5	0.375	0.25
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-amino_acid_dehydrogenase_(EC_1.4.99.1)_family_protein_in_hydroxy-L-proline_catabolic_cluster	0	3.5	0	3	3
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-amino_acid_dehydrogenase_family_protein_in_hydroxy-L-proline_catabolic_cluster	0	0.5	0	2.5	1
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-amino_acid_dehydrogenase_small_subunit_(EC_1.4.99.1)	1.385281385	1.783333333	3.75	2.208333333	3.916666667
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-lactate_dehydrogenase_(EC_1.1.1.28)_##_respiratory	1.916666667	0.5	3.25	1.25	1.5
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Fe-S_oxidoreductase-like_protein_in_Rubrerythrin_cluster_@_Anaerobic_glycerol-3-phosphate_dehydrogenase_subunit_C_(EC_1.1.5.3)	0	0	0	0	1
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Glucose-methanol-choline_(GMC)_oxidoreductase:NAD_binding_site	1	3	9	1	1
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	"Glucose_dehydrogenase,_PQQ-dependent_(EC_1.1.5.2)"	7.808441558	3.916666667	5.619047619	2.619047619	5.619047619
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Glycerol-3-phosphate_dehydrogenase_(EC_1.1.5.3)	2.833333333	0.833333333	0.833333333	0.333333333	1.8
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Glycerol_dehydrogenase_(EC_1.1.1.6)	9.666666667	2	3.5	1	3.5
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	L-lactate_dehydrogenase	0.712121212	1.916666667	2.208074534	0.333333333	1.25
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	L-lactate_dehydrogenase_(EC_1.1.2.3)	3.709090909	1.75	5.366873706	4.5	5.583333333
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Methanol_dehydrogenase_large_subunit_protein_(EC_1.1.2.7)	1.5	0.5	2.333333333	0.5	1
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Methanol_dehydrogenase_large_subunit_protein_(EC_1.1.99.8)	1	0	6.833333333	0	0
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Methylamine_dehydrogenase_heavy_chain_precursor_(EC_1.4.99.3)	0	0	0.5	0	0.5
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Methylamine_dehydrogenase_light_chain_precursor_(EC_1.4.99.3)	0	0	0.5	0	0
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	NADH_dehydrogenase_(EC_1.6.99.3)	44.5	43	34	13	48.83333333
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Proline_dehydrogenase_(EC_1.5.5.2)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.2.1.88)	0.333333333	4.857575758	2.414285714	0.5	5.040909091
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Proline_dehydrogenase_(EC_1.5.99.8)_(Proline_oxidase)	0	0	0	0.5	0
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Proline_dehydrogenase_(EC_1.5.99.8)_(Proline_oxidase)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.2.1.88)	0.111111111	3.692099567	1	1.5	1.840909091
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Proline_dehydrogenase_(EC_1.5.99.8)_(Proline_oxidase)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.5.1.12)	1.833333333	18.31753247	5.742857143	7.733333333	15.91212121
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Pyridine_nucleotide-disulfide_oxidoreductase;_NADH_dehydrogenase_(EC_1.6.99.3)	83	3	17	1	18.16666667
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Transcriptional_repressor_of_PutA_and_PutP_/_Proline_dehydrogenase_(EC_1.5.5.2)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.2.1.88)	0.055555556	0	0.083333333	0	0.06122449
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Transcriptional_repressor_of_PutA_and_PutP_/_Proline_dehydrogenase_(EC_1.5.99.8)_(Proline_oxidase)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.2.1.88)	0.111111111	0	0	0	0.49914966
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Transcriptional_repressor_of_PutA_and_PutP_/_Proline_dehydrogenase_(EC_1.5.99.8)_(Proline_oxidase)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.5.1.12)	7.136111111	1.966666667	2.69047619	0.833333333	5.370609153
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	proline_oxidase	0	0	0	0	0.5
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	quinoprotein_alcohol_dehydrogenase	2	0	2	0	0
Respiration	Electron donating reactions	Succinate dehydrogenase	Fumarate_reductase_flavoprotein_subunit_(EC_1.3.5.4)	0.54120172	2.777009565	0.175	0.142857143	1.559359853
Respiration	Electron donating reactions	Succinate dehydrogenase	Fumarate_reductase_flavoprotein_subunit_(EC_1.3.99.1)	1	0	2	0	1
Respiration	Electron donating reactions	Succinate dehydrogenase	Fumarate_reductase_iron-sulfur_protein_(EC_1.3.5.4)	0.476190476	0.944444444	0	0	0.568131868
Respiration	Electron donating reactions	Succinate dehydrogenase	Fumarate_reductase_subunit_C	2	0	1	0	8
Respiration	Electron donating reactions	Succinate dehydrogenase	Fumarate_reductase_subunit_D	6	6	2	2	9
Respiration	Electron donating reactions	Succinate dehydrogenase	Putative_oxidoreductase	0	0.333333333	0	0	0
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate_dehydrogenase_cytochrome_b-556_subunit	5	9	5	6	4
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate_dehydrogenase_cytochrome_b558_subunit	0	0	1	0	0
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate_dehydrogenase_cytochrome_b_subunit	0	2	0	0	0
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate_dehydrogenase_flavoprotein_subunit_(EC_1.3.5.1)	1.9	2.700286702	2.155555556	1.153720191	2.694718972
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate_dehydrogenase_flavoprotein_subunit_(EC_1.3.99.1)	9.585225893	13.89225755	11.33478836	3.28599841	15.94815457
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate_dehydrogenase_hydrophobic_membrane_anchor_protein	2	13	4	0	8
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate_dehydrogenase_iron-sulfur_protein_(EC_1.3.5.1)	1.397619048	1.650649351	0.761904762	0.487394958	1.438095238
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate_dehydrogenase_iron-sulfur_protein_(EC_1.3.99.1)	0.815079365	5.449134199	4.555555556	1.575280112	3.413431013
Respiration	Electron donating reactions	Succinate dehydrogenase	"fumarate_reductase/succinate_dehydrogenase_flavoprotein,_N-terminal:FAD_dependent_oxidoreductase"	0	1	1	1	0
Respiration	General Stress Response and Stationary Phase Response	RpoS Regulators SG1	FIG00613342:_Bacterial_patatin-like_phospholipase_domain_containing_protein	2.5	1.5	3.333333333	0.333333333	2.5
Respiration	General Stress Response and Stationary Phase Response	RpoS Regulators SG1	Hnr_protein	6	4	3	1	10
Respiration	General Stress Response and Stationary Phase Response	RpoS Regulators SG1	Protein_YihD	1	0.4	0	0	1
Respiration	General Stress Response and Stationary Phase Response	RpoS Regulators SG1	Protein_yihD	2	1.6	2	1	1
Respiration	General Stress Response and Stationary Phase Response	RpoS Regulators SG1	RNA_polymerase_sigma_factor_RpoS	1.320512821	9.406926407	2.942909091	3.065217391	8.358462797
Respiration	General Stress Response and Stationary Phase Response	RpoS Regulators SG1	UPF0028_protein_YchK	3.5	8.5	10.66666667	4.666666667	9.5
Respiration	General Stress Response and Stationary Phase Response	RpoS Regulators SG1	UPF0225_protein_YchJ	12.5	16	5	3	8.5
Respiration	Mitochondrial electron transport system in plants	Respiratory complex I in plants (mitochondrial)	"NADH_dehydrogenase_[ubiquinone]_(EC_1.6.5.3)_mitochondrial-encoded_chain_4,_ND4"	1	0	0	0	0
Respiration	Mitochondrial electron transport system in plants	Respiratory complex I in plants (mitochondrial)	NADH_dehydrogenase_[ubiquinone]_flavoprotein_2_(EC_1.6.5.3)_(EC_1.6.99.3)	0	0	0.666666667	0	0
Respiration	Mitochondrial electron transport system in plants	Respiratory complex II (succinate dehydrogenase) in plants	Succinate_dehydrogenase_(ubiquinone)_flavoprotein_subunit_SDH1/SDHA_(EC_1.3.5.1)	0	0	0.733333333	0	0
Respiration	Mitochondrial electron transport system in plants	Respiratory complex III (cytochrome b-c1) in plants	Predicted_protein	0	0	1	0	0
Respiration	Mitochondrial electron transport system in plants	Respiratory complex III (cytochrome b-c1) in plants	Ubiquinol-cytochrome_C_reductase_iron-sulfur_subunit_(EC_1.10.2.2)	0	0	0.545454546	0	0
Respiration	Mitochondrial electron transport system in plants	Respiratory complex III (cytochrome b-c1) in plants	"ubiquinol_cytochrome_C_oxidoreductase,_cytochrome_C1_subunit"	0	0	0.5	0	0
Respiration	Mitochondrial electron transport system in plants	Respiratory complex IV (terminal cytochrome c oxidase) in plants	Cytochrome_c_oxidase_polypeptide_II_(EC_1.9.3.1)	0	0	0	0.5	0
Respiration	Mitochondrial electron transport system in plants	Respiratory complex IV (terminal cytochrome c oxidase) in plants	Cytochrome_c_oxidase_polypeptide_I_(EC_1.9.3.1)	1	0	0.5	0.333333333	0
Respiration	Mitochondrial electron transport system in plants	Respiratory complex IV (terminal cytochrome c oxidase) in plants	Cytochrome_c_oxidase_subunit1	0.5	0	0	0.333333333	0
Respiration	Plastidial (cyanobacterial) electron transport system	Respiratory complex I in plants (plastidial) and cyanobacteria	"oxygen_evolving_enhancer_protein_3_domain_containing_protein,_expressed"	4	0	0	18	1
Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Acetyl-coenzyme_A_carboxyl_transferase_alpha_chain_(EC_6.4.1.2)	2.783333333	1.491666667	0.2	0.6	1.50952381
Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Acetyl-coenzyme_A_carboxyl_transferase_alpha_chain_(EC_6.4.1.2)_/_Acetyl-coenzyme_A_carboxyl_transferase_beta_chain_(EC_6.4.1.2)	2.733333333	0	0.333333333	0	1
Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Acetyl-coenzyme_A_carboxyl_transferase_alpha_chain_(EC_6.4.1.2)_/_Acetyl-coenzyme_A_carboxyl_transferase_beta_chain_(EC_6.4.1.2)_/_Biotin_carboxylase_of_acetyl-CoA_carboxylase_(EC_6.3.4.14)_/_Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase	0	0.166666667	0	0	0
Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Acetyl-coenzyme_A_carboxyl_transferase_beta_chain_(EC_6.4.1.2)	2.41754386	1.866666667	0	0.666666667	3.50959596
Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	"Methylmalonyl-CoA_decarboxylase,_beta_chain_(EC_4.1.1.41);_Oxaloacetate_decarboxylase_beta_chain_(EC_4.1.1.3)"	0	0	0.2	0	0
Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Oxaloacetate_decarboxylase_alpha_chain_(EC_4.1.1.3)	0.163003663	0.135964912	0.25	0	1.720887446
Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Oxaloacetate_decarboxylase_beta_chain_(EC_4.1.1.3)	0.2	4.25952381	0.735294118	0	2.471473354
Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Oxaloacetate_decarboxylase_gamma_chain_(EC_4.1.1.3)	0	0	0.25	0.25	0.25
Secondary Metabolism	"Bacterial cytostatics, differentiation factors and antibiotics"	Paerucumarin Biosynthesis	HTH-type_transcriptional_regulator_PtxR	1.5	0	2.5	0.5	1.9
Secondary Metabolism	"Bacterial cytostatics, differentiation factors and antibiotics"	Paerucumarin Biosynthesis	"PvcA_protein,_related_to_known_isonitrile_synthases"	4	1	2	0	4
Secondary Metabolism	"Bacterial cytostatics, differentiation factors and antibiotics"	Paerucumarin Biosynthesis	"PvcB_protein,_related_to_amino_acid_oxidizing_enzymes"	6	1	2	1	2
Secondary Metabolism	"Bacterial cytostatics, differentiation factors and antibiotics"	Phenazine biosynthesis	Phenazine_biosynthesis_protein_PhzF	0	0	0	1	0
Secondary Metabolism	"Bacterial cytostatics, differentiation factors and antibiotics"	Phenazine biosynthesis	Phenazine_biosynthesis_protein_PhzF_like	3	2	1	0	0
Secondary Metabolism	"Bacterial cytostatics, differentiation factors and antibiotics"	Phenazine biosynthesis	QscR_quorum-sensing_control_repressor	0	0	0.5	0	0
Secondary Metabolism	Biologically active compounds in metazoan cell defence and differentiation	Steroid sulfates	Arylsulfatase_(EC_3.1.6.1)	4.583333333	11.66666667	19.68571429	6	11.18571429
Secondary Metabolism	Biosynthesis of phenylpropanoids	Biflavanoid biosynthesis	Dihydroflavonol-4-reductase_(EC_1.1.1.219)	1	0	0.5	0.5	0.5
Secondary Metabolism	Biosynthesis of phenylpropanoids	Tannin biosynthesis	Dihydroflavonol-4-reductase_(EC_1.1.1.219)	1	0	0.5	0.5	0.5
Secondary Metabolism	Plant Alkaloids	Alkaloid biosynthesis from L-lysine	Deoxyhypusine_synthase_(EC_2.5.1.46)	0.5	1.5	2	1.5	1
Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Aromatic-L-amino-acid_decarboxylase_(EC_4.1.1.28)	0	0	0	2	0
Secondary Metabolism	Plant Hormones	Auxin degradation	Catalase-peroxidase_KatG_(EC_1.11.1.21)	0.666666667	1.598484848	0.965909091	1.5	2.001190476
Secondary Metabolism	Plant Hormones	Auxin degradation	Catalase_(EC_1.11.1.6)_/_Peroxidase_(EC_1.11.1.7)	4.5	7.593290043	5.757575758	7.030769231	10.59007937
Secondary Metabolism	Plant Hormones	Auxin degradation	Dye-decolorizing_peroxidase_(EC_1.11.1.7)	0	0	0.5	0	0
Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase_(EC_1.11.1.7)	0	0.333333333	0.333333333	0	0
Stress Response	-	Bacterial hemoglobins	Cyanoglobin;_Hemoglobin-like_protein_HbN	0	1	2	0	2
Stress Response	-	Bacterial hemoglobins	Flavohemoglobin_/_Nitric_oxide_dioxygenase_(EC_1.14.12.17)	2.166666667	4.5	0.5	1.166666667	2
Stress Response	-	Bacterial hemoglobins	Flavohemoprotein_(Hemoglobin-like_protein)_(Flavohemoglobin)_(Nitric_oxide_dioxygenase)_(EC_1.14.12.17)	1.5	2.5	1.5	1.166666667	4.333333333
Stress Response	-	Bacterial hemoglobins	Hemoglobin-like_protein_HbO	0	3	0	2	0
Stress Response	-	Bacterial hemoglobins	Hypothetical_protein_in_Cyanoglobin_locus	1	6	0	0	4
Stress Response	-	Bacterial hemoglobins	Protein_containing_plastocyanin/azurin_family_domain	0	5	0	4	0
Stress Response	-	Bacterial hemoglobins	Putative_bacterial_haemoglobin	0	0	2	0	0
Stress Response	-	Bacterial hemoglobins	diguanylate_cyclase/phosphodiesterase_(GGDEF_&_EAL_domains)_with_PAS/PAC_sensor(s)	65.5	239.75	61.33333333	69.16666667	165.9333333
Stress Response	-	Carbon Starvation	Carbon_starvation_protein_A	33.59215686	36	13.69047619	4	34.5
Stress Response	-	Carbon Starvation	Carbon_starvation_protein_A_paralog	19.48137255	0	8.80952381	2	9.416666667
Stress Response	-	Carbon Starvation	Carbon_storage_regulator	2	4	1.5	2	1
Stress Response	-	Carbon Starvation	ClpXP_protease_specificity-enhancing_factor_/_Stringent_starvation_protein_B	1	1.5	1	0.5	1
Stress Response	-	Carbon Starvation	Inner_membrane_protein_YjiY	4.926470588	1	1.5	1	2.083333333
Stress Response	-	Carbon Starvation	Mannonate_dehydratase_(EC_4.2.1.8)	0	0	0	0	1
Stress Response	-	Carbon Starvation	Starvation_lipoprotein_Slp_paralog	3	4	2	2	6
Stress Response	-	Carbon Starvation	Starvation_sensing_protein_RspA	4	4	12	2	5
Stress Response	-	Carbon Starvation	Starvation_sensing_protein_RspB	5	2	2	1	3
Stress Response	-	Carbon Starvation	Stringent_starvation_protein_A	11	20	7	3	11
Stress Response	-	Carbon Starvation	Stringent_starvation_protein_B	1	7	1	2	4.5
Stress Response	-	Commensurate regulon activation	DNA-binding_transcriptional_dual_regulator_Rob	4.683333333	0.5	1.25	2	2
Stress Response	-	Commensurate regulon activation	Right_origin-binding_protein	9.016666667	1.5	5.25	1.5	3.5
Stress Response	-	Dimethylarginine metabolism	"NG,NG-dimethylarginine_dimethylaminohydrolase_1_(EC_3.5.3.18)"	6	4	6	4	4
Stress Response	-	Dimethylarginine metabolism	Ornithine_aminotransferase_(EC_2.6.1.13)	0	1.2	1	3.5	1.333333333
Stress Response	-	Dimethylarginine metabolism	"Ornithine_aminotransferase_(EC_2.6.1.13);_Succinylornithine_transaminase_(EC_2.6.1.-);_Acetylornithine_aminotransferase_(EC_2.6.1.11);_N-succinyl-L,L-diaminopimelate_aminotransferase_(EC_2.6.1.17)"	0.25	0	0	0	0
Stress Response	-	Dimethylarginine metabolism	Ornithine_aminotransferase_(EC_2.6.1.13);_Succinylornithine_transaminase_(EC_2.6.1.81)	0	0	0	0.2	0
Stress Response	-	Dimethylarginine metabolism	"Ornithine_aminotransferase_(EC_2.6.1.13);_Succinylornithine_transaminase_(EC_2.6.1.81);_Acetylornithine_aminotransferase_(EC_2.6.1.11);_N-succinyl-L,L-diaminopimelate_aminotransferase_(EC_2.6.1.17)"	0	0	0.111111111	0	0
Stress Response	-	FOL Commensurate regulon activation	"Aminoglycosides_efflux_system_AcrAD-TolC,_inner-membrane_proton/drug_antiporter_AcrD_(RND_type)"	3.5	0.25	2.9	1.2	1.283333333
Stress Response	-	FOL Commensurate regulon activation	DNA-binding_transcriptional_dual_regulator_Rob	5.183333333	0.5	1.75	2	2
Stress Response	-	FOL Commensurate regulon activation	Mechanosensitive_channel_MscK	1.833333333	0	3.5	0.7	5.5
Stress Response	-	FOL Commensurate regulon activation	Miniconductance_mechanosensitive_channel_MscM	2.5	0.5	1	1.5	0.5
Stress Response	-	FOL Commensurate regulon activation	"Multidrug_efflux_system_AcrAB-TolC,_inner-membrane_proton/drug_antiporter_AcrB_(RND_type)"	2.5	1.333333333	4.2	1	0.1
Stress Response	-	FOL Commensurate regulon activation	Multidrug_resistance_RND_efflux_system_inner_membrane_transporter_MexF	2.873333333	0	2.416666667	0.333333333	3.75
Stress Response	-	FOL Commensurate regulon activation	Potassium_efflux_system_KefA_protein_/_Small-conductance_mechanosensitive_channel	13.41666667	1	9.5	3.533333333	6.233333333
Stress Response	-	FOL Commensurate regulon activation	"RND_efflux_system,_inner_membrane_transporter"	4.5	0.5	2.7	1	3
Stress Response	-	FOL Commensurate regulon activation	"RND_efflux_system,_inner_membrane_transporter_CmeB"	11.91333333	2.083333333	6.483333333	2.4	6.5
Stress Response	-	FOL Commensurate regulon activation	Right_origin-binding_protein	5.516666667	1.5	4.75	1.5	2.5
